member_id,month,center,plan,price_paid,discount_applied,signup_date,acquisition_channel,age,gender,tenure_months,visits_this_month,group_classes_attended,uses_app,has_personal_trainer,support_contacts,incidents_reported,satisfaction_survey,status,churn_reason,competitor_lowcost_price,campaign_active,service_incident
1,2024-12,northside,family,69.0,0.0,2023-01-09,january_campaign,33,M,24,6,3,False,True,0,0,6.0,active,,19,,
2,2022-01,downtown,basic,23.2,0.2,2022-01-17,january_campaign,56,F,1,2,1,False,False,0,0,,active,,25,january_promo,
2,2022-02,downtown,basic,23.2,0.2,2022-01-17,january_campaign,56,F,2,3,1,False,False,0,0,,active,,25,,
2,2022-03,downtown,basic,23.2,0.2,2022-01-17,january_campaign,56,F,3,4,1,False,False,0,0,,active,,25,,
2,2022-04,downtown,basic,29.0,0.0,2022-01-17,january_campaign,56,F,4,5,2,False,False,0,0,,active,,25,,
2,2022-05,downtown,basic,29.0,0.0,2022-01-17,january_campaign,56,F,5,8,2,False,False,0,0,,active,,25,,
2,2022-06,downtown,basic,29.0,0.0,2022-01-17,january_campaign,56,F,6,2,1,False,False,0,0,,churned,location,25,,
3,2024-01,eastpark,basic,29.0,0.0,2024-01-26,website,28,M,1,10,3,False,False,0,0,,active,,19,january_promo,
3,2024-02,eastpark,basic,29.0,0.0,2024-01-26,website,28,M,2,7,3,False,False,0,0,,active,,19,,app_outage
3,2024-03,eastpark,basic,29.0,0.0,2024-01-26,website,28,M,3,8,2,False,False,0,0,,active,,19,,
3,2024-04,eastpark,basic,29.0,0.0,2024-01-26,website,28,M,4,9,3,False,False,0,0,,active,,19,,
3,2024-05,eastpark,basic,29.0,0.0,2024-01-26,website,28,M,5,5,2,False,False,0,0,,active,,19,,
3,2024-06,eastpark,basic,29.0,0.0,2024-01-26,website,28,M,6,8,3,False,False,0,0,,active,,19,summer_body,
3,2024-07,eastpark,basic,29.0,0.0,2024-01-26,website,28,M,7,8,3,False,False,0,0,9.0,active,,19,,
3,2024-08,eastpark,basic,29.0,0.0,2024-01-26,website,28,M,8,8,3,False,False,2,0,,active,,19,,
3,2024-09,eastpark,basic,29.0,0.0,2024-01-26,website,28,M,9,13,4,False,False,0,0,,active,,19,back_to_gym,
3,2024-10,eastpark,basic,29.0,0.0,2024-01-26,website,28,M,10,6,1,False,False,0,0,,active,,19,,
3,2024-11,eastpark,basic,29.0,0.0,2024-01-26,website,28,M,11,7,3,False,False,0,0,,active,,19,,
3,2024-12,eastpark,basic,29.0,0.0,2024-01-26,website,28,M,12,6,2,False,False,0,0,6.0,active,,19,,
4,2022-10,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,1,10,5,False,False,0,1,9.0,active,,22,,
4,2022-11,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,2,14,4,False,False,0,0,,active,,22,,
4,2022-12,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,3,10,2,False,False,0,0,,active,,22,,
4,2023-01,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,4,10,2,False,False,0,0,,active,,20,january_promo,
4,2023-02,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,5,13,6,False,False,0,0,7.0,active,,20,,
4,2023-03,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,6,13,5,False,False,0,0,,active,,20,,heating_failure
4,2023-04,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,7,12,2,False,False,0,0,6.0,active,,20,,
4,2023-05,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,8,15,7,False,False,0,0,,active,,20,,
4,2023-06,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,9,15,7,False,False,0,0,,active,,20,summer_body,
4,2023-07,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,10,10,4,False,False,0,0,6.0,active,,19,,
4,2023-08,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,11,12,6,False,False,0,0,,active,,19,,pool_maintenance
4,2023-09,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,12,12,6,False,False,0,0,,active,,19,back_to_gym,
4,2023-10,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,13,13,5,False,False,0,0,,active,,19,,
4,2023-11,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,14,16,4,False,False,0,0,,active,,19,,
4,2023-12,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,15,11,4,False,False,0,0,6.0,active,,19,,
4,2024-01,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,16,9,4,False,False,1,0,,active,,19,january_promo,
4,2024-02,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,17,10,4,False,False,0,0,5.0,active,,19,,app_outage
4,2024-03,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,18,15,4,False,False,0,1,,active,,19,,
4,2024-04,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,19,11,4,False,False,0,0,7.0,active,,19,,
4,2024-05,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,20,12,4,False,False,0,0,10.0,active,,19,,
4,2024-06,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,21,17,8,False,False,0,0,,active,,19,summer_body,
4,2024-07,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,22,11,3,False,False,0,0,6.0,active,,19,,
4,2024-08,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,23,14,4,False,False,0,0,9.0,active,,19,,
4,2024-09,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,24,15,4,False,False,0,0,9.0,active,,19,back_to_gym,
4,2024-10,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,25,11,3,False,False,0,0,,active,,19,,
4,2024-11,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,26,13,3,False,False,0,0,,active,,19,,
4,2024-12,southgate,family,69.0,0.0,2022-10-20,walk_in,34,F,27,14,4,False,False,0,0,,active,,19,,
5,2024-07,eastpark,family,69.0,0.0,2024-07-28,website,41,M,1,8,2,True,False,0,0,,active,,19,,
5,2024-08,eastpark,family,69.0,0.0,2024-07-28,website,41,M,2,7,2,True,False,0,0,,active,,19,,
5,2024-09,eastpark,family,69.0,0.0,2024-07-28,website,41,M,3,8,4,True,False,0,0,,active,,19,back_to_gym,
5,2024-10,eastpark,family,69.0,0.0,2024-07-28,website,41,M,4,9,4,True,False,0,0,,active,,19,,
5,2024-11,eastpark,family,69.0,0.0,2024-07-28,website,41,M,5,9,3,True,False,0,0,,active,,19,,
5,2024-12,eastpark,family,69.0,0.0,2024-07-28,website,41,M,6,8,3,True,False,0,0,8.0,active,,19,,
6,2022-01,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,1,4,2,True,False,0,0,,active,,25,january_promo,
6,2022-02,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,2,7,3,True,False,0,0,7.0,active,,25,,
6,2022-03,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,3,5,1,True,False,0,0,7.0,active,,25,,
6,2022-04,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,4,4,2,True,False,0,0,,active,,25,,
6,2022-05,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,5,7,2,True,False,0,0,,active,,25,,
6,2022-06,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,6,4,2,True,False,0,0,,active,,25,,
6,2022-07,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,7,4,2,True,False,0,0,5.0,active,,22,,
6,2022-08,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,8,6,2,True,False,0,2,,active,,22,,
6,2022-09,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,9,5,1,True,False,0,0,,active,,22,back_to_gym,
6,2022-10,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,10,8,3,True,False,0,0,,active,,22,,
6,2022-11,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,11,3,1,True,False,0,0,,active,,22,,
6,2022-12,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,12,5,1,True,False,0,0,8.0,active,,22,,
6,2023-01,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,13,7,3,True,False,0,0,8.0,active,,20,january_promo,
6,2023-02,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,14,5,2,True,False,0,0,,active,,20,,
6,2023-03,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,15,5,2,True,False,0,0,7.0,active,,20,,heating_failure
6,2023-04,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,16,3,1,True,False,0,0,,active,,20,,
6,2023-05,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,17,4,1,True,False,0,0,,active,,20,,
6,2023-06,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,18,6,1,True,False,0,0,,active,,20,summer_body,
6,2023-07,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,19,2,1,True,False,0,0,,active,,19,,
6,2023-08,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,20,4,2,True,False,0,0,,active,,19,,pool_maintenance
6,2023-09,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,21,3,1,True,False,0,0,9.0,active,,19,back_to_gym,
6,2023-10,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,22,1,0,True,False,0,0,,active,,19,,
6,2023-11,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,23,3,1,True,False,0,0,,active,,19,,
6,2023-12,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,24,5,2,True,False,0,2,,active,,19,,
6,2024-01,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,25,7,3,True,False,0,0,,active,,19,january_promo,
6,2024-02,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,26,4,2,True,False,0,0,5.0,active,,19,,app_outage
6,2024-03,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,27,8,2,True,False,0,0,,active,,19,,
6,2024-04,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,28,1,0,True,False,0,0,,active,,19,,
6,2024-05,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,29,0,0,True,False,0,0,8.0,active,,19,,
6,2024-06,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,30,3,1,True,False,0,0,,active,,19,summer_body,
6,2024-07,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,31,2,0,True,False,0,0,,active,,19,,
6,2024-08,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,32,6,3,True,False,0,0,,active,,19,,
6,2024-09,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,33,5,2,True,False,1,0,7.0,active,,19,back_to_gym,
6,2024-10,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,34,2,1,True,False,0,0,8.0,active,,19,,
6,2024-11,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,35,5,1,True,False,0,0,,active,,19,,
6,2024-12,westfield,basic,24.65,0.15,2022-01-09,corporate,47,F,36,4,1,True,False,0,0,10.0,active,,19,,
7,2023-07,southgate,basic,29.0,0.0,2023-07-06,walk_in,52,F,1,9,3,False,False,0,0,,active,,19,,
7,2023-08,southgate,basic,29.0,0.0,2023-07-06,walk_in,52,F,2,8,3,False,False,0,0,,active,,19,,pool_maintenance
7,2023-09,southgate,basic,29.0,0.0,2023-07-06,walk_in,52,F,3,10,2,False,False,1,0,,churned,no_use,19,back_to_gym,
8,2023-10,downtown,basic,29.0,0.0,2023-10-25,walk_in,21,F,1,8,2,True,False,0,0,,active,,19,,
8,2023-11,downtown,basic,29.0,0.0,2023-10-25,walk_in,21,F,2,9,3,True,False,0,0,,active,,19,,
8,2023-12,downtown,basic,29.0,0.0,2023-10-25,walk_in,21,F,3,8,4,True,False,1,0,,active,,19,,
8,2024-01,downtown,basic,29.0,0.0,2023-10-25,walk_in,21,F,4,9,3,True,False,0,0,,active,,19,january_promo,
8,2024-02,downtown,basic,29.0,0.0,2023-10-25,walk_in,21,F,5,6,3,True,False,0,0,,active,,19,,app_outage
8,2024-03,downtown,basic,29.0,0.0,2023-10-25,walk_in,21,F,6,11,4,True,False,0,0,,active,,19,,
8,2024-04,downtown,basic,24.65,0.15,2023-10-25,walk_in,21,F,7,8,4,True,False,0,0,,active,,19,,
8,2024-05,downtown,basic,29.0,0.0,2023-10-25,walk_in,21,F,8,10,3,True,False,0,0,,active,,19,,
8,2024-06,downtown,basic,29.0,0.0,2023-10-25,walk_in,21,F,9,9,4,True,False,0,0,,active,,19,summer_body,
8,2024-07,downtown,basic,29.0,0.0,2023-10-25,walk_in,21,F,10,9,3,True,False,0,0,,active,,19,,
8,2024-08,downtown,basic,29.0,0.0,2023-10-25,walk_in,21,F,11,9,2,True,False,0,0,9.0,active,,19,,
8,2024-09,downtown,basic,29.0,0.0,2023-10-25,walk_in,21,F,12,9,3,True,False,0,0,,active,,19,back_to_gym,
8,2024-10,downtown,basic,29.0,0.0,2023-10-25,walk_in,21,F,13,11,3,True,False,0,0,,churned,relocation,19,,
9,2024-02,eastpark,family,69.0,0.0,2024-02-21,walk_in,49,F,1,6,2,True,False,0,0,8.0,active,,19,,app_outage
9,2024-03,eastpark,family,69.0,0.0,2024-02-21,walk_in,49,F,2,5,2,True,False,0,0,,active,,19,,
9,2024-04,eastpark,family,69.0,0.0,2024-02-21,walk_in,49,F,3,8,2,True,False,0,0,,active,,19,,
9,2024-05,eastpark,family,69.0,0.0,2024-02-21,walk_in,49,F,4,4,2,True,False,0,0,,active,,19,,
9,2024-06,eastpark,family,69.0,0.0,2024-02-21,walk_in,49,F,5,9,3,True,False,0,0,8.0,active,,19,summer_body,
9,2024-07,eastpark,family,69.0,0.0,2024-02-21,walk_in,49,F,6,3,1,True,False,0,0,,active,,19,,
9,2024-08,eastpark,family,69.0,0.0,2024-02-21,walk_in,49,F,7,6,2,True,False,0,0,,active,,19,,
9,2024-09,eastpark,family,69.0,0.0,2024-02-21,walk_in,49,F,8,4,1,True,False,0,0,,active,,19,back_to_gym,
9,2024-10,eastpark,family,69.0,0.0,2024-02-21,walk_in,49,F,9,7,3,True,False,0,0,7.0,active,,19,,
9,2024-11,eastpark,family,69.0,0.0,2024-02-21,walk_in,49,F,10,5,1,True,False,0,0,,active,,19,,
9,2024-12,eastpark,family,69.0,0.0,2024-02-21,walk_in,49,F,11,2,1,True,False,0,0,6.0,active,,19,,
10,2022-07,northside,family,69.0,0.0,2022-07-19,website,43,F,1,4,1,True,False,0,0,,active,,22,,
10,2022-08,northside,family,69.0,0.0,2022-07-19,website,43,F,2,5,2,True,False,0,0,,active,,22,,
10,2022-09,northside,family,69.0,0.0,2022-07-19,website,43,F,3,10,5,True,False,0,0,,active,,22,back_to_gym,
10,2022-10,northside,family,69.0,0.0,2022-07-19,website,43,F,4,10,4,True,False,0,0,,churned,no_use,22,,
11,2022-01,westfield,basic,23.2,0.2,2022-01-22,january_campaign,45,F,1,4,1,True,False,0,0,,churned,competitor,25,january_promo,
12,2024-09,southgate,family,69.0,0.0,2024-09-04,referral,61,M,1,4,1,False,False,0,0,,active,,19,back_to_gym,
12,2024-10,southgate,family,69.0,0.0,2024-09-04,referral,61,M,2,6,3,False,False,0,0,8.0,active,,19,,
12,2024-11,southgate,family,69.0,0.0,2024-09-04,referral,61,M,3,3,1,False,False,0,0,,active,,19,,
12,2024-12,southgate,family,69.0,0.0,2024-09-04,referral,61,M,4,9,2,False,False,0,0,,active,,19,,
13,2022-09,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,1,9,4,True,False,0,0,,active,,22,back_to_gym,
13,2022-10,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,2,7,2,True,False,0,0,,active,,22,,
13,2022-11,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,3,8,3,True,False,0,0,,active,,22,,
13,2022-12,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,4,8,2,True,False,0,0,5.0,active,,22,,
13,2023-01,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,5,7,3,True,False,0,0,,active,,20,january_promo,
13,2023-02,southgate,family,62.1,0.1,2022-09-24,walk_in,34,F,6,6,2,True,False,0,0,5.0,active,,20,,
13,2023-03,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,7,7,1,True,False,0,0,,active,,20,,heating_failure
13,2023-04,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,8,11,3,True,False,0,0,,active,,20,,
13,2023-05,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,9,9,2,True,False,0,0,,active,,20,,
13,2023-06,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,10,7,3,True,False,0,0,,active,,20,summer_body,
13,2023-07,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,11,9,4,True,False,0,0,10.0,active,,19,,
13,2023-08,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,12,10,3,True,False,0,0,7.0,active,,19,,pool_maintenance
13,2023-09,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,13,6,1,True,False,0,0,8.0,active,,19,back_to_gym,
13,2023-10,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,14,8,4,True,False,0,0,,active,,19,,
13,2023-11,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,15,9,2,True,False,0,0,,active,,19,,
13,2023-12,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,16,9,3,True,False,0,0,,active,,19,,
13,2024-01,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,17,10,4,True,False,0,0,7.0,active,,19,january_promo,
13,2024-02,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,18,10,3,True,False,0,0,,active,,19,,app_outage
13,2024-03,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,19,8,2,True,False,0,0,10.0,active,,19,,
13,2024-04,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,20,6,2,True,False,0,0,10.0,active,,19,,
13,2024-05,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,21,8,2,True,False,0,0,,active,,19,,
13,2024-06,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,22,6,2,True,False,0,0,,active,,19,summer_body,
13,2024-07,southgate,family,62.1,0.1,2022-09-24,walk_in,34,F,23,7,2,True,False,0,0,7.0,active,,19,,
13,2024-08,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,24,9,2,True,False,0,0,,active,,19,,
13,2024-09,southgate,family,58.65,0.15,2022-09-24,walk_in,34,F,25,9,2,True,False,0,0,,active,,19,back_to_gym,
13,2024-10,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,26,7,2,True,False,0,0,,active,,19,,
13,2024-11,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,27,8,2,True,False,0,0,10.0,active,,19,,
13,2024-12,southgate,family,69.0,0.0,2022-09-24,walk_in,34,F,28,11,3,True,False,0,0,9.0,active,,19,,
14,2023-01,northside,premium,49.0,0.0,2023-01-12,referral,28,M,1,2,1,True,False,0,0,,active,,20,january_promo,
14,2023-02,northside,premium,49.0,0.0,2023-01-12,referral,28,M,2,3,1,True,False,0,0,9.0,active,,20,,
14,2023-03,northside,premium,49.0,0.0,2023-01-12,referral,28,M,3,0,0,True,False,0,0,,active,,20,,heating_failure
14,2023-04,northside,premium,49.0,0.0,2023-01-12,referral,28,M,4,2,1,True,False,0,0,,active,,20,,
14,2023-05,northside,premium,49.0,0.0,2023-01-12,referral,28,M,5,0,0,True,False,0,0,8.0,active,,20,,
14,2023-06,northside,premium,49.0,0.0,2023-01-12,referral,28,M,6,4,2,True,False,1,0,,active,,20,summer_body,
14,2023-07,northside,premium,49.0,0.0,2023-01-12,referral,28,M,7,1,0,True,False,0,2,,active,,19,,
14,2023-08,northside,premium,49.0,0.0,2023-01-12,referral,28,M,8,5,2,True,False,0,0,,active,,19,,pool_maintenance
14,2023-09,northside,premium,44.1,0.1,2023-01-12,referral,28,M,9,0,0,True,False,0,0,,active,,19,back_to_gym,
14,2023-10,northside,premium,49.0,0.0,2023-01-12,referral,28,M,10,0,0,True,False,0,0,,active,,19,,
14,2023-11,northside,premium,49.0,0.0,2023-01-12,referral,28,M,11,3,1,True,False,0,0,,active,,19,,
14,2023-12,northside,premium,49.0,0.0,2023-01-12,referral,28,M,12,4,1,True,False,0,0,10.0,active,,19,,
14,2024-01,northside,premium,49.0,0.0,2023-01-12,referral,28,M,13,1,0,True,False,0,0,,active,,19,january_promo,
14,2024-02,northside,premium,49.0,0.0,2023-01-12,referral,28,M,14,4,1,True,False,0,0,6.0,active,,19,,app_outage
14,2024-03,northside,premium,49.0,0.0,2023-01-12,referral,28,M,15,2,1,True,False,0,0,8.0,active,,19,,
14,2024-04,northside,premium,41.65,0.15,2023-01-12,referral,28,M,16,4,2,True,False,0,0,,churned,no_use,19,,
15,2024-10,northside,basic,24.65,0.15,2024-10-27,corporate,37,F,1,0,0,True,False,0,0,9.0,active,,19,,
15,2024-11,northside,basic,24.65,0.15,2024-10-27,corporate,37,F,2,3,1,True,False,0,0,,active,,19,,
15,2024-12,northside,basic,24.65,0.15,2024-10-27,corporate,37,F,3,0,0,True,False,2,0,,active,,19,,
16,2024-06,eastpark,family,69.0,0.0,2024-06-05,website,26,,1,6,2,True,False,0,0,,active,,19,summer_body,
16,2024-07,eastpark,family,69.0,0.0,2024-06-05,website,26,,2,6,2,True,False,0,2,8.0,active,,19,,
16,2024-08,eastpark,family,69.0,0.0,2024-06-05,website,26,,3,4,1,True,False,0,0,6.0,churned,competitor,19,,
17,2024-09,westfield,premium,41.65,0.15,2024-09-23,corporate,30,M,1,6,3,True,False,0,0,,active,,19,back_to_gym,
17,2024-10,westfield,premium,41.65,0.15,2024-09-23,corporate,30,M,2,8,3,True,False,0,0,,active,,19,,
17,2024-11,westfield,premium,41.65,0.15,2024-09-23,corporate,30,M,3,7,2,True,False,0,0,,active,,19,,
17,2024-12,westfield,premium,41.65,0.15,2024-09-23,corporate,30,M,4,5,2,True,False,0,0,,churned,competitor,19,,
18,2022-01,westfield,premium,49.0,0.0,2022-01-01,website,55,M,1,13,3,False,True,0,1,,active,,25,january_promo,
18,2022-02,westfield,premium,49.0,0.0,2022-01-01,website,55,M,2,6,1,False,True,0,0,,active,,25,,
18,2022-03,westfield,premium,49.0,0.0,2022-01-01,website,55,M,3,14,3,False,True,0,0,,active,,25,,
18,2022-04,westfield,premium,49.0,0.0,2022-01-01,website,55,M,4,8,3,False,True,0,0,,active,,25,,
18,2022-05,westfield,premium,49.0,0.0,2022-01-01,website,55,M,5,11,4,False,True,0,0,6.0,active,,25,,
18,2022-06,westfield,premium,44.1,0.1,2022-01-01,website,55,M,6,9,2,False,True,1,0,9.0,active,,25,,
18,2022-07,westfield,premium,49.0,0.0,2022-01-01,website,55,M,7,10,3,False,True,0,0,,active,,22,,
18,2022-08,westfield,premium,49.0,0.0,2022-01-01,website,55,M,8,12,3,False,True,0,0,,active,,22,,
18,2022-09,westfield,premium,49.0,0.0,2022-01-01,website,55,M,9,11,2,False,True,0,0,,active,,22,back_to_gym,
18,2022-10,westfield,premium,49.0,0.0,2022-01-01,website,55,M,10,12,3,False,True,0,0,,active,,22,,
18,2022-11,westfield,premium,49.0,0.0,2022-01-01,website,55,M,11,11,2,False,True,0,0,,active,,22,,
18,2022-12,westfield,premium,49.0,0.0,2022-01-01,website,55,M,12,9,4,False,True,0,0,,active,,22,,
18,2023-01,westfield,premium,49.0,0.0,2022-01-01,website,55,M,13,13,6,False,True,0,0,,active,,20,january_promo,
18,2023-02,westfield,premium,49.0,0.0,2022-01-01,website,55,M,14,10,4,False,True,0,0,,active,,20,,
18,2023-03,westfield,premium,49.0,0.0,2022-01-01,website,55,M,15,8,2,False,True,0,0,,active,,20,,heating_failure
18,2023-04,westfield,premium,49.0,0.0,2022-01-01,website,55,M,16,10,3,False,True,0,0,10.0,active,,20,,
18,2023-05,westfield,premium,49.0,0.0,2022-01-01,website,55,M,17,13,6,False,True,0,0,,active,,20,,
18,2023-06,westfield,premium,49.0,0.0,2022-01-01,website,55,M,18,11,4,False,True,1,0,,active,,20,summer_body,
18,2023-07,westfield,premium,49.0,0.0,2022-01-01,website,55,M,19,11,2,False,True,0,0,,active,,19,,
18,2023-08,westfield,premium,49.0,0.0,2022-01-01,website,55,M,20,11,4,False,True,0,0,,active,,19,,pool_maintenance
18,2023-09,westfield,premium,49.0,0.0,2022-01-01,website,55,M,21,15,7,False,True,0,0,9.0,active,,19,back_to_gym,
18,2023-10,westfield,premium,49.0,0.0,2022-01-01,website,55,M,22,12,5,False,True,0,0,,active,,19,,
18,2023-11,westfield,premium,49.0,0.0,2022-01-01,website,55,M,23,13,4,False,True,0,0,,active,,19,,
